2025-02-20 23:02:42,339 INFO    MainThread:368538 [wandb_setup.py:_flush():67] Current SDK version is 0.19.7
2025-02-20 23:02:42,340 INFO    MainThread:368538 [wandb_setup.py:_flush():67] Configure stats pid to 368538
2025-02-20 23:02:42,340 INFO    MainThread:368538 [wandb_setup.py:_flush():67] Loading settings from /home/rubenjh2/.config/wandb/settings
2025-02-20 23:02:42,340 INFO    MainThread:368538 [wandb_setup.py:_flush():67] Loading settings from /home/rubenjh2/Desktop/MP1_ECE484/src/wandb/settings
2025-02-20 23:02:42,340 INFO    MainThread:368538 [wandb_setup.py:_flush():67] Loading settings from environment variables
2025-02-20 23:02:42,341 INFO    MainThread:368538 [wandb_init.py:setup_run_log_directory():647] Logging user logs to /home/rubenjh2/Desktop/MP1_ECE484/src/wandb/run-20250220_230242-afro1wta/logs/debug.log
2025-02-20 23:02:42,341 INFO    MainThread:368538 [wandb_init.py:setup_run_log_directory():648] Logging internal logs to /home/rubenjh2/Desktop/MP1_ECE484/src/wandb/run-20250220_230242-afro1wta/logs/debug-internal.log
2025-02-20 23:02:42,341 INFO    MainThread:368538 [wandb_init.py:init():761] calling init triggers
2025-02-20 23:02:42,341 INFO    MainThread:368538 [wandb_init.py:init():766] wandb.init called with sweep_config: {}
config: {'batch_size': 10, 'checkpoint_path': 'checkpoints/enet_checkpoint_epoch_23.pth', 'dataset_path': '/opt/data/TUSimple', '_wandb': {}}
2025-02-20 23:02:42,341 INFO    MainThread:368538 [wandb_init.py:init():784] starting backend
2025-02-20 23:02:42,341 INFO    MainThread:368538 [wandb_init.py:init():788] sending inform_init request
2025-02-20 23:02:42,396 INFO    MainThread:368538 [backend.py:_multiprocessing_setup():97] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2025-02-20 23:02:42,396 INFO    MainThread:368538 [wandb_init.py:init():803] backend started and connected
2025-02-20 23:02:42,398 INFO    MainThread:368538 [wandb_init.py:init():896] updated telemetry
2025-02-20 23:02:42,413 INFO    MainThread:368538 [wandb_init.py:init():920] communicating run to backend with 90.0 second timeout
2025-02-20 23:02:42,685 INFO    MainThread:368538 [wandb_init.py:init():995] starting run threads in backend
2025-02-20 23:02:42,782 INFO    MainThread:368538 [wandb_run.py:_console_start():2377] atexit reg
2025-02-20 23:02:42,782 INFO    MainThread:368538 [wandb_run.py:_redirect():2227] redirect: wrap_raw
2025-02-20 23:02:42,783 INFO    MainThread:368538 [wandb_run.py:_redirect():2292] Wrapping output streams.
2025-02-20 23:02:42,783 INFO    MainThread:368538 [wandb_run.py:_redirect():2317] Redirects installed.
2025-02-20 23:02:42,784 INFO    MainThread:368538 [wandb_init.py:init():1037] run started, returning control to user process
2025-02-20 23:02:43,707 INFO    MainThread:368538 [wandb_run.py:_finish():2112] finishing run rubenjh2-university-of-illinois-urbana-champaign/lane-detection/afro1wta
2025-02-20 23:02:43,707 INFO    MainThread:368538 [wandb_run.py:_atexit_cleanup():2342] got exitcode: 0
2025-02-20 23:02:43,707 INFO    MainThread:368538 [wandb_run.py:_restore():2324] restore
2025-02-20 23:02:43,707 INFO    MainThread:368538 [wandb_run.py:_restore():2330] restore done
2025-02-20 23:02:45,062 INFO    MsgRouterThr:368538 [mailbox.py:close():115] Closing mailbox, abandoning 1 handles.
2025-02-20 23:02:45,063 INFO    MainThread:368538 [wandb_run.py:_footer_history_summary_info():3958] rendering history
2025-02-20 23:02:45,063 INFO    MainThread:368538 [wandb_run.py:_footer_history_summary_info():3990] rendering summary
2025-02-20 23:02:45,064 INFO    MainThread:368538 [wandb_run.py:_footer_sync_info():3919] logging synced files
